,score,cid,mode_value,mode_occurrence,review_status,is_diff_score,score_mode_distance
657,2.0,2,2.0,4,prolly_kontroversial,False,0.0
658,2.0,2,2.0,4,prolly_kontroversial,False,0.0
659,3.0,2,3.0,5,alright,False,0.0
660,3.0,2,3.0,5,alright,False,0.0
661,3.0,2,3.0,5,alright,False,0.0
662,3.0,2,3.0,5,alright,False,0.0
663,3.0,2,3.0,5,alright,False,0.0
668,3.0,2,3.0,7,alright,False,0.0
669,3.0,2,3.0,7,alright,False,0.0
670,3.0,2,3.0,7,alright,False,0.0
671,3.0,2,3.0,7,alright,False,0.0
672,3.0,2,3.0,7,alright,False,0.0
673,3.0,2,3.0,7,alright,False,0.0
674,3.0,2,3.0,7,alright,False,0.0
675,3.0,2,3.0,4,prolly_kontroversial,False,0.0
676,2.0,2,3.0,4,prolly_kontroversial,True,1.0
677,3.0,2,3.0,4,prolly_kontroversial,False,0.0
678,3.0,2,3.0,4,prolly_kontroversial,False,0.0
679,3.0,2,3.0,4,prolly_kontroversial,False,0.0
688,3.0,2,3.0,5,alright,False,0.0
689,3.0,2,3.0,5,alright,False,0.0
690,3.0,2,3.0,5,alright,False,0.0
691,3.0,2,3.0,5,alright,False,0.0
692,3.0,2,3.0,5,alright,False,0.0
705,3.0,2,3.0,7,alright,False,0.0
706,3.0,2,3.0,7,alright,False,0.0
707,3.0,2,3.0,7,alright,False,0.0
708,3.0,2,3.0,7,alright,False,0.0
709,3.0,2,3.0,7,alright,False,0.0
710,3.0,2,3.0,7,alright,False,0.0
711,3.0,2,3.0,7,alright,False,0.0
712,3.0,2,3.0,4,prolly_kontroversial,False,0.0
713,3.0,2,3.0,4,prolly_kontroversial,False,0.0
714,3.0,2,3.0,4,prolly_kontroversial,False,0.0
715,2.0,2,3.0,4,prolly_kontroversial,True,1.0
716,3.0,2,3.0,4,prolly_kontroversial,False,0.0
717,3.0,2,3.0,7,alright,False,0.0
718,3.0,2,3.0,7,alright,False,0.0
719,3.0,2,3.0,7,alright,False,0.0
720,3.0,2,3.0,7,alright,False,0.0
721,3.0,2,3.0,7,alright,False,0.0
722,3.0,2,3.0,7,alright,False,0.0
723,3.0,2,3.0,7,alright,False,0.0
728,2.0,2,3.0,4,prolly_kontroversial,True,1.0
729,3.0,2,3.0,4,prolly_kontroversial,False,0.0
730,3.0,2,3.0,4,prolly_kontroversial,False,0.0
731,3.0,2,3.0,4,prolly_kontroversial,False,0.0
732,3.0,2,3.0,4,prolly_kontroversial,False,0.0
733,2.0,2,3.0,4,prolly_kontroversial,True,1.0
734,3.0,2,3.0,6,alright,False,0.0
735,3.0,2,3.0,6,alright,False,0.0
736,3.0,2,3.0,6,alright,False,0.0
737,3.0,2,3.0,6,alright,False,0.0
738,3.0,2,3.0,6,alright,False,0.0
739,3.0,2,3.0,6,alright,False,0.0
740,2.0,2,3.0,6,alright,True,1.0
745,3.0,2,3.0,5,alright,False,0.0
746,3.0,2,3.0,5,alright,False,0.0
747,3.0,2,3.0,5,alright,False,0.0
748,3.0,2,3.0,5,alright,False,0.0
749,3.0,2,3.0,5,alright,False,0.0
754,2.0,2,2.0,5,prolly_kontroversial,False,0.0
755,1.0,2,2.0,5,prolly_kontroversial,True,1.0
756,2.0,2,2.0,5,prolly_kontroversial,False,0.0
757,3.0,2,2.0,5,prolly_kontroversial,True,1.0
758,2.0,2,2.0,5,prolly_kontroversial,False,0.0
759,2.0,2,2.0,5,prolly_kontroversial,False,0.0
760,2.0,2,2.0,5,prolly_kontroversial,False,0.0
769,1.0,2,2.0,3,prolly_kontroversial,True,1.0
770,2.0,2,2.0,3,prolly_kontroversial,False,0.0
771,2.0,2,2.0,3,prolly_kontroversial,False,0.0
772,2.0,2,2.0,3,prolly_kontroversial,False,0.0
